sprint_id,team_size,sprint_duration_weeks,velocity,defect_rate,req_change_count,team_sentiment,timezone_offset_hours,fixed_price_contract,unproven_tech_flag,budget_burn_percent,is_high_risk,velocity_trend,defect_trend,timezone_risk_score,budget_constraint
SPRINT_0264,6,2,25.3,0.226,0,4.8,6,0,1,80.2,0,3.9,0.013,1,1
SPRINT_0265,3,1,32.4,0.1,3,1.8,7,1,0,47.0,0,-3.9,-0.006,1,1
SPRINT_0266,3,2,27.0,0.271,2,3.1,8,0,0,42.3,0,-5.0,-0.046,1,1
SPRINT_0267,4,1,13.6,0.309,0,2.8,4,0,1,99.6,0,0.0,-0.0,0,1
SPRINT_0268,8,1,8.8,0.115,4,4.4,7,1,0,1.0,1,0.8,0.026,1,0
SPRINT_0269,4,1,14.8,0.079,4,3.1,7,1,0,89.5,0,0.8,-0.023,1,1
SPRINT_0270,5,1,23.5,0.057,4,1.9,7,1,1,14.9,1,-4.5,0.031,1,0
SPRINT_0271,6,2,9.3,0.243,4,3.6,6,0,0,78.6,0,-1.9,-0.025,1,1
SPRINT_0272,4,2,20.9,0.232,1,4.0,5,0,1,61.8,0,-0.0,0.032,0,1
SPRINT_0273,3,1,23.5,0.214,3,1.5,4,0,1,34.2,0,-2.8,-0.041,0,0
SPRINT_0274,6,1,16.7,0.12,3,4.3,8,0,1,87.4,1,3.7,0.037,1,1
SPRINT_0275,6,2,28.0,0.167,1,2.1,8,0,1,1.3,0,-4.1,-0.0,1,0
SPRINT_0276,3,2,10.8,0.228,2,3.3,5,1,1,22.7,1,-0.1,-0.02,0,0
SPRINT_0277,4,2,10.0,0.199,2,2.9,7,0,0,56.7,0,1.9,-0.023,1,1
SPRINT_0278,3,2,26.9,0.346,4,3.9,4,0,0,35.2,0,-2.4,-0.007,0,0
SPRINT_0279,8,1,20.9,0.091,0,2.7,8,0,0,61.0,0,1.2,0.05,1,1
SPRINT_0280,6,2,25.9,0.259,2,4.4,8,1,0,2.4,0,3.3,-0.028,1,0
SPRINT_0281,7,1,19.3,0.171,0,3.9,7,1,1,11.6,0,-3.1,-0.04,1,0
SPRINT_0282,7,2,14.4,0.178,3,3.6,5,1,1,12.7,1,4.2,0.009,0,0
SPRINT_0283,5,2,29.3,0.265,0,4.1,4,0,0,18.9,0,0.5,-0.001,0,0
SPRINT_0284,3,2,28.8,0.258,3,4.0,5,1,1,45.9,1,-2.0,0.002,0,1
SPRINT_0285,3,2,26.1,0.347,1,1.6,5,1,0,75.2,0,-0.7,0.017,0,1
SPRINT_0286,5,2,15.1,0.089,1,2.8,4,1,0,90.6,0,-1.9,-0.023,0,1
SPRINT_0287,5,1,23.3,0.081,4,4.6,4,0,0,83.5,0,2.3,0.041,0,1
SPRINT_0288,5,1,17.4,0.267,2,1.9,8,1,1,19.7,1,3.0,-0.006,1,0
SPRINT_0289,6,2,10.4,0.224,4,3.9,8,0,1,44.1,1,3.3,-0.037,1,1
SPRINT_0290,8,2,31.9,0.132,3,4.7,4,0,1,19.9,0,4.9,0.024,0,0
SPRINT_0291,3,1,11.6,0.074,4,1.7,6,1,1,26.4,1,2.9,0.014,1,0
SPRINT_0292,6,2,32.7,0.076,0,3.8,8,0,0,50.4,0,1.0,-0.018,1,1
SPRINT_0293,5,2,19.6,0.318,3,3.0,6,1,1,6.8,1,-1.6,0.012,1,0
SPRINT_0294,3,1,12.8,0.108,1,3.4,4,0,1,21.8,0,0.4,-0.028,0,0
SPRINT_0295,6,2,22.1,0.147,2,1.8,8,1,1,93.5,1,-4.6,-0.006,1,1
SPRINT_0296,8,2,30.7,0.118,3,1.6,5,1,0,46.6,0,2.4,0.04,0,1
SPRINT_0297,6,1,27.0,0.156,3,3.7,4,1,0,44.5,0,-0.5,-0.037,0,1
SPRINT_0298,8,1,29.0,0.071,0,4.2,7,0,1,1.5,0,-4.8,-0.011,1,0
SPRINT_0299,5,1,25.1,0.206,2,4.1,6,1,1,24.7,1,-4.4,0.032,1,0
SPRINT_0300,8,2,26.0,0.07,1,3.3,4,0,1,86.6,0,-1.1,0.047,0,1
SPRINT_0301,3,1,30.1,0.29,3,1.8,4,1,1,16.5,1,0.8,-0.005,0,0
SPRINT_0302,5,1,14.5,0.12,3,3.8,8,0,0,41.5,0,-0.4,0.001,1,1
SPRINT_0303,3,1,20.7,0.212,0,2.3,8,0,1,1.4,0,1.2,0.007,1,0
SPRINT_0304,7,1,13.8,0.314,4,4.5,8,1,1,47.8,1,-0.2,0.043,1,1
SPRINT_0305,4,1,33.7,0.245,1,4.3,7,1,1,2.1,1,1.6,0.036,1,0
SPRINT_0306,8,1,32.5,0.21,2,3.8,8,1,0,82.0,0,-2.8,-0.033,1,1
SPRINT_0307,4,2,9.0,0.147,3,4.6,4,1,0,82.5,0,-3.9,-0.006,0,1
SPRINT_0308,4,2,26.3,0.15,3,1.6,8,1,1,78.8,1,1.0,-0.004,1,1
SPRINT_0309,8,1,32.1,0.251,1,3.9,5,0,1,28.3,0,-0.2,0.029,0,0
SPRINT_0310,5,1,12.7,0.348,4,2.6,8,1,1,83.7,1,-4.7,0.01,1,1
SPRINT_0311,7,1,22.8,0.249,3,4.5,7,1,1,54.3,1,-1.2,0.015,1,1
SPRINT_0312,3,2,31.8,0.217,1,2.4,5,0,1,37.4,0,-3.9,0.05,0,0
SPRINT_0313,6,2,8.9,0.269,0,3.9,4,1,0,62.5,0,0.3,-0.043,0,1
SPRINT_0314,3,2,26.1,0.19,4,4.4,4,1,0,1.2,0,-1.0,-0.028,0,0
SPRINT_0315,6,2,15.7,0.068,2,1.6,6,0,0,14.3,0,1.1,-0.009,1,0
SPRINT_0316,3,2,32.0,0.219,3,2.8,5,1,1,74.2,1,3.1,-0.015,0,1
SPRINT_0317,8,2,33.2,0.337,1,4.0,6,1,0,24.4,0,-2.0,-0.048,1,0
SPRINT_0318,7,2,32.6,0.103,0,3.0,5,1,0,59.8,0,4.6,-0.041,0,1
SPRINT_0319,6,2,20.3,0.257,2,2.4,5,0,0,38.5,0,0.4,0.018,0,0
SPRINT_0320,5,2,30.4,0.11,1,2.2,7,1,1,85.5,0,1.2,0.038,1,1
SPRINT_0321,3,1,30.0,0.211,1,1.9,6,0,1,95.2,0,1.8,0.001,1,1
SPRINT_0322,3,1,16.3,0.079,2,4.3,7,1,0,88.4,0,1.7,0.004,1,1
SPRINT_0323,6,1,29.6,0.185,0,3.4,5,0,1,27.1,0,0.1,-0.024,0,0
SPRINT_0324,5,1,9.0,0.277,0,1.8,4,1,0,19.4,0,-0.7,0.027,0,0
SPRINT_0325,5,2,23.5,0.154,4,2.8,5,0,0,47.4,0,-4.5,0.025,0,1
SPRINT_0326,8,2,14.0,0.249,3,2.7,7,0,0,0.7,0,-4.8,0.009,1,0
SPRINT_0327,8,1,11.1,0.289,2,2.1,6,0,0,2.6,0,-1.4,-0.029,1,0
SPRINT_0328,8,2,10.0,0.328,2,2.9,6,0,1,55.3,0,-1.7,-0.04,1,1
SPRINT_0329,8,1,26.1,0.12,2,2.6,7,0,1,52.0,0,-1.1,-0.044,1,1
SPRINT_0330,8,2,16.8,0.17,0,2.6,6,0,1,99.5,0,-3.6,0.009,1,1
SPRINT_0331,8,1,26.8,0.096,3,3.9,8,1,1,20.2,1,2.4,0.033,1,0
SPRINT_0332,7,2,9.7,0.348,4,2.2,4,1,0,25.8,0,3.6,0.036,0,0
SPRINT_0333,5,2,16.2,0.328,1,3.6,4,0,1,11.4,0,4.4,-0.004,0,0
SPRINT_0334,8,1,22.0,0.212,1,3.4,4,0,0,91.8,0,-0.1,0.028,0,1
SPRINT_0335,5,2,28.6,0.303,2,3.4,6,0,1,77.8,0,2.0,0.045,1,1
SPRINT_0336,5,1,16.3,0.206,3,3.7,6,0,1,82.2,0,3.6,-0.022,1,1
SPRINT_0337,4,1,24.3,0.237,0,3.3,5,1,1,90.3,0,-0.8,-0.01,0,1
SPRINT_0338,7,1,31.0,0.077,3,4.4,5,0,0,52.5,0,-1.9,0.043,0,1
SPRINT_0339,8,1,24.0,0.277,3,3.7,4,1,0,45.1,0,4.4,-0.016,0,1
SPRINT_0340,3,2,14.1,0.088,0,3.3,8,1,0,33.0,0,0.2,0.041,1,0
SPRINT_0341,6,2,8.6,0.298,2,4.2,5,0,0,58.9,0,-0.0,0.048,0,1
SPRINT_0342,3,2,30.6,0.285,3,3.5,5,0,1,45.4,0,-3.2,0.016,0,1
SPRINT_0343,7,1,8.6,0.263,1,2.5,6,1,0,45.2,0,-3.9,0.032,1,1
SPRINT_0344,6,2,30.7,0.061,0,2.2,8,1,0,93.7,0,3.4,0.025,1,1
SPRINT_0345,7,1,21.8,0.141,4,2.0,4,0,1,98.4,0,1.1,0.02,0,1
SPRINT_0346,5,2,32.4,0.129,2,4.5,5,0,1,79.6,0,-1.7,-0.019,0,1
SPRINT_0347,6,2,28.8,0.158,0,3.8,8,0,0,75.7,0,-3.1,-0.044,1,1
SPRINT_0348,5,2,33.9,0.076,4,4.6,8,1,1,68.1,1,0.6,-0.016,1,1
SPRINT_0349,3,1,17.1,0.331,4,3.5,4,1,0,16.6,1,0.8,0.017,0,0
SPRINT_0350,3,2,27.9,0.216,3,3.1,8,0,1,5.9,0,-2.9,-0.04,1,0
SPRINT_0351,6,2,18.5,0.142,3,1.7,8,1,0,69.1,0,3.5,-0.049,1,1
SPRINT_0352,6,1,20.5,0.169,3,3.7,8,1,0,72.9,1,-4.2,-0.036,1,1
SPRINT_0353,8,2,24.3,0.184,0,3.4,5,0,0,4.7,0,-1.4,0.022,0,0
SPRINT_0354,7,1,30.7,0.23,0,4.8,4,0,0,92.8,0,1.8,0.047,0,1
SPRINT_0355,8,2,33.6,0.205,2,2.3,8,1,0,9.1,0,-2.3,0.048,1,0
SPRINT_0356,7,1,28.0,0.326,3,3.3,8,1,1,28.6,1,3.3,-0.001,1,0
SPRINT_0357,8,1,18.9,0.199,4,3.6,5,0,0,67.2,0,2.4,0.037,0,1
SPRINT_0358,5,2,19.0,0.348,1,3.6,4,0,0,17.0,0,2.9,0.024,0,0
SPRINT_0359,6,1,27.2,0.305,2,3.4,6,0,0,5.5,0,-3.8,0.0,1,0
SPRINT_0360,3,1,14.2,0.113,0,4.1,5,0,0,33.1,0,-3.6,0.007,0,0
SPRINT_0361,7,1,10.9,0.329,2,2.2,4,0,0,76.6,0,-2.1,-0.036,0,1
SPRINT_0362,7,1,17.2,0.085,2,3.9,8,1,1,41.4,1,0.2,0.044,1,1
SPRINT_0363,3,1,15.5,0.295,2,3.5,4,1,1,65.3,1,2.5,-0.015,0,1
SPRINT_0364,8,1,15.7,0.164,2,4.5,4,1,0,58.0,0,3.4,-0.005,0,1
SPRINT_0365,7,2,14.1,0.313,1,4.3,4,1,1,2.2,1,2.0,0.017,0,0
SPRINT_0366,5,1,9.1,0.31,3,2.5,6,0,0,98.9,0,4.3,-0.017,1,1
SPRINT_0367,6,1,8.5,0.292,4,2.4,4,0,1,4.1,0,2.4,-0.025,0,0
SPRINT_0368,3,2,33.7,0.287,2,4.7,6,0,1,96.8,0,-1.9,0.013,1,1
SPRINT_0369,6,2,19.1,0.141,2,3.2,8,1,0,55.0,0,-2.3,-0.048,1,1
SPRINT_0370,7,2,18.0,0.074,2,4.5,6,1,1,96.3,1,2.0,0.022,1,1
SPRINT_0371,7,2,25.7,0.171,3,2.0,8,1,1,11.5,1,-3.1,0.001,1,0
SPRINT_0372,3,2,13.7,0.102,0,3.6,8,0,0,49.0,0,-4.1,0.011,1,1
SPRINT_0373,5,2,32.7,0.258,0,4.2,6,1,0,17.0,0,0.3,0.013,1,0
SPRINT_0374,4,2,28.4,0.154,1,4.6,5,0,1,5.1,0,3.2,0.003,0,0
SPRINT_0375,3,1,10.3,0.343,0,2.6,7,0,1,61.8,0,-4.0,0.008,1,1
SPRINT_0376,4,1,18.9,0.242,2,3.9,4,0,1,20.8,0,2.9,0.018,0,0
SPRINT_0377,8,2,30.9,0.297,2,3.3,7,0,0,58.8,0,3.1,0.025,1,1
SPRINT_0378,4,1,32.6,0.09,2,1.7,4,0,1,11.2,0,-0.2,0.023,0,0
SPRINT_0379,5,1,20.2,0.309,1,3.8,4,0,1,33.2,0,-4.4,0.037,0,0
SPRINT_0380,8,1,23.9,0.327,2,3.8,8,1,1,78.2,1,-3.3,-0.031,1,1
SPRINT_0381,4,2,12.3,0.196,0,4.6,4,0,0,43.7,0,2.1,-0.01,0,1
SPRINT_0382,8,2,33.8,0.232,3,3.1,4,0,0,62.8,0,2.1,0.045,0,1
SPRINT_0383,4,1,14.0,0.279,3,2.3,6,1,0,64.7,0,4.0,-0.01,1,1
SPRINT_0384,5,2,32.5,0.102,4,1.6,7,0,0,84.4,0,0.8,-0.038,1,1
SPRINT_0385,4,1,24.9,0.201,0,2.9,6,1,1,32.5,0,-3.8,0.003,1,0
SPRINT_0386,4,1,23.8,0.17,2,2.5,4,1,0,68.7,0,-3.8,-0.039,0,1
SPRINT_0387,4,1,21.3,0.094,3,4.0,8,1,1,96.2,1,2.2,-0.03,1,1
SPRINT_0388,3,1,14.0,0.16,0,2.7,6,0,1,73.0,0,-3.2,0.05,1,1
SPRINT_0389,3,2,12.6,0.07,3,4.6,6,0,1,49.0,0,-1.7,0.004,1,1
SPRINT_0390,3,2,13.7,0.058,2,4.7,5,1,1,63.1,1,-0.1,-0.022,0,1
SPRINT_0391,5,2,12.8,0.091,3,3.5,4,0,0,74.0,0,-4.8,0.049,0,1
SPRINT_0392,8,1,28.3,0.339,4,4.6,8,0,0,61.2,1,-2.5,0.047,1,1
SPRINT_0393,7,2,17.1,0.215,4,4.0,6,1,0,1.7,1,-0.9,-0.006,1,0
SPRINT_0394,4,1,9.5,0.34,3,3.3,6,1,0,19.5,1,-2.2,-0.024,1,0
SPRINT_0395,4,2,33.2,0.18,0,2.1,8,0,0,81.0,0,-3.6,0.034,1,1
SPRINT_0396,5,1,31.0,0.144,0,3.0,4,1,1,27.3,0,2.3,0.022,0,0
SPRINT_0397,4,1,32.1,0.202,0,3.4,5,1,0,73.2,0,3.1,0.019,0,1
SPRINT_0398,3,1,33.9,0.182,3,4.4,6,1,0,37.2,0,-2.4,0.039,1,0
SPRINT_0399,7,2,12.5,0.082,0,3.1,5,0,0,52.2,0,2.7,0.019,0,1
SPRINT_0400,6,2,18.3,0.242,2,4.5,7,0,0,6.8,0,-1.1,-0.022,1,0
SPRINT_0401,4,2,27.7,0.115,4,3.7,4,0,1,18.1,0,0.1,0.019,0,0
SPRINT_0402,3,2,26.1,0.236,2,2.0,7,1,1,95.7,1,3.6,-0.019,1,1
SPRINT_0403,6,1,12.0,0.245,0,4.8,7,0,1,89.0,0,2.5,0.026,1,1
SPRINT_0404,7,2,29.2,0.096,2,3.2,7,1,1,65.2,1,3.1,0.012,1,1
SPRINT_0405,6,2,13.8,0.068,0,2.8,4,0,1,46.0,0,-3.6,-0.042,0,1
SPRINT_0406,3,1,13.8,0.284,3,3.7,4,0,0,67.6,0,-4.3,0.001,0,1
SPRINT_0407,8,1,22.0,0.188,2,1.9,8,1,1,61.9,1,3.9,-0.016,1,1
SPRINT_0408,8,1,23.4,0.067,3,3.6,5,0,1,56.9,0,-1.1,-0.017,0,1
SPRINT_0409,6,2,23.1,0.348,3,3.1,5,1,1,5.9,1,-2.1,0.01,0,0
SPRINT_0410,5,1,10.4,0.067,1,2.8,8,0,0,63.3,0,2.2,-0.018,1,1
SPRINT_0411,6,1,30.8,0.259,0,4.6,8,0,0,76.9,0,3.4,0.028,1,1
SPRINT_0412,4,1,14.9,0.345,4,3.2,7,1,1,99.4,1,3.6,-0.043,1,1
SPRINT_0413,4,2,11.4,0.122,0,2.2,8,1,0,1.1,0,-1.8,0.016,1,0
SPRINT_0414,8,1,31.1,0.093,4,3.0,6,1,0,73.0,0,3.5,0.031,1,1
SPRINT_0415,5,2,32.8,0.086,0,4.5,5,0,1,57.2,0,-4.6,0.017,0,1
SPRINT_0416,3,2,30.4,0.141,3,2.1,8,0,0,43.4,0,-4.5,-0.0,1,1
SPRINT_0417,4,1,29.0,0.08,2,2.2,6,0,0,12.8,0,1.2,0.045,1,0
SPRINT_0418,8,1,25.0,0.258,2,1.5,6,1,0,40.9,0,-4.4,-0.02,1,1
SPRINT_0419,7,2,22.3,0.069,1,1.5,6,1,1,35.4,0,-1.8,-0.048,1,0
SPRINT_0420,8,1,10.3,0.203,4,4.2,6,1,1,30.3,1,1.7,-0.007,1,0
SPRINT_0421,4,1,18.6,0.349,4,3.9,7,0,1,73.1,1,-1.6,-0.047,1,1
SPRINT_0422,4,2,17.7,0.294,4,2.7,6,0,0,70.1,0,-3.2,0.045,1,1
SPRINT_0423,8,2,14.8,0.235,3,3.8,7,1,1,58.9,1,-2.2,-0.029,1,1
SPRINT_0424,3,1,26.8,0.142,4,2.8,7,0,0,93.9,0,-0.4,0.029,1,1
SPRINT_0425,6,2,20.9,0.237,2,4.6,6,1,0,35.0,0,-0.2,0.027,1,0
SPRINT_0426,4,1,10.1,0.208,3,4.7,5,0,0,24.4,0,2.8,-0.028,0,0
SPRINT_0427,8,1,13.7,0.178,0,2.8,6,0,1,65.6,0,2.5,0.012,1,1
SPRINT_0428,8,1,25.8,0.089,4,4.3,6,1,1,19.9,1,-0.4,-0.045,1,0
SPRINT_0429,5,2,10.0,0.316,4,4.1,6,0,1,31.5,1,3.5,-0.002,1,0
SPRINT_0430,6,1,30.1,0.185,0,2.5,5,0,1,22.5,0,-3.9,-0.049,0,0
SPRINT_0431,7,1,20.9,0.108,4,2.3,4,1,0,6.9,0,-2.4,0.042,0,0
SPRINT_0432,3,1,20.5,0.16,0,3.0,4,1,1,82.7,0,3.3,0.048,0,1
SPRINT_0433,7,2,23.4,0.174,3,4.1,7,0,0,25.5,0,-1.2,-0.028,1,0
SPRINT_0434,6,2,29.4,0.298,2,4.7,7,1,1,47.3,1,4.8,-0.029,1,1
SPRINT_0435,6,2,17.0,0.27,0,4.0,5,0,1,4.3,0,-0.3,0.025,0,0
SPRINT_0436,6,2,25.6,0.281,1,4.3,8,1,1,69.9,1,2.9,-0.025,1,1
SPRINT_0437,7,2,22.7,0.053,0,3.5,4,0,0,33.1,0,-1.0,0.04,0,0
SPRINT_0438,6,1,14.9,0.175,4,4.3,7,0,0,74.5,0,-0.8,0.007,1,1
SPRINT_0439,8,2,30.8,0.194,3,4.1,4,1,0,41.2,0,-1.2,-0.015,0,1
SPRINT_0440,7,2,28.7,0.056,3,2.7,5,0,0,19.6,0,2.2,0.033,0,0
SPRINT_0441,6,2,25.1,0.128,0,3.3,5,0,0,51.3,0,0.5,-0.001,0,1
SPRINT_0442,8,1,30.1,0.278,2,4.2,8,1,1,13.1,1,4.4,0.041,1,0
SPRINT_0443,5,2,30.5,0.091,1,1.7,8,1,0,44.1,0,-2.5,0.043,1,1
SPRINT_0444,6,2,26.4,0.211,3,4.2,5,0,0,31.7,0,-4.0,-0.033,0,0
SPRINT_0445,7,1,29.8,0.115,4,2.1,7,1,0,91.2,0,-1.1,-0.05,1,1
SPRINT_0446,4,2,26.1,0.054,4,3.2,4,1,0,6.1,0,1.2,0.048,0,0
SPRINT_0447,6,1,25.7,0.122,2,4.2,6,0,1,69.4,0,3.6,0.041,1,1
SPRINT_0448,4,1,24.1,0.343,3,2.3,8,0,0,18.3,0,-1.5,-0.044,1,0
SPRINT_0449,8,1,27.6,0.29,0,2.3,6,1,1,31.9,0,1.5,0.033,1,0
SPRINT_0450,5,1,12.1,0.338,4,2.8,7,1,1,41.6,1,-1.5,-0.004,1,1
SPRINT_0451,3,1,30.9,0.196,2,4.5,8,1,1,90.8,1,1.2,-0.024,1,1
SPRINT_0452,5,2,30.7,0.083,3,1.5,6,0,0,24.3,0,3.8,0.038,1,0
SPRINT_0453,6,1,8.8,0.214,3,4.5,7,0,1,9.1,1,-2.7,-0.03,1,0
SPRINT_0454,4,1,29.5,0.186,3,2.0,4,0,0,31.9,0,-1.0,0.045,0,0
SPRINT_0455,4,2,11.4,0.303,3,4.8,7,0,0,10.5,0,4.9,-0.029,1,0
SPRINT_0456,7,1,16.7,0.079,3,4.7,8,0,0,12.9,0,3.7,0.011,1,0
SPRINT_0457,4,2,27.3,0.196,4,3.1,5,0,0,57.4,0,0.6,-0.028,0,1
SPRINT_0458,7,2,12.2,0.095,2,3.2,4,0,0,6.1,0,0.2,0.005,0,0
SPRINT_0459,8,2,29.3,0.147,3,3.1,6,1,1,3.1,1,-2.2,0.018,1,0
SPRINT_0460,3,1,29.6,0.271,1,3.6,8,1,1,71.4,1,0.2,-0.031,1,1
SPRINT_0461,6,1,21.2,0.193,1,1.8,5,0,0,36.2,0,3.5,0.002,0,0
SPRINT_0462,7,1,8.2,0.163,2,1.6,7,0,1,12.5,0,1.9,-0.003,1,0
SPRINT_0463,3,2,15.5,0.168,0,1.7,5,0,0,25.4,0,-2.1,-0.043,0,0
SPRINT_0464,4,1,24.0,0.188,0,3.0,8,1,1,64.2,0,-3.0,0.032,1,1
SPRINT_0465,4,1,33.5,0.286,0,2.4,8,0,1,27.6,0,-2.3,-0.016,1,0
SPRINT_0466,3,1,24.4,0.318,1,3.6,5,1,1,49.5,1,-3.3,0.007,0,1
SPRINT_0467,4,2,14.8,0.337,0,4.8,7,1,1,12.2,1,-4.0,0.001,1,0
SPRINT_0468,8,2,24.5,0.286,4,2.8,5,1,1,58.8,1,-0.8,0.001,0,1
SPRINT_0469,8,1,22.0,0.145,3,3.4,8,1,0,31.6,0,-3.9,-0.039,1,0
SPRINT_0470,3,1,28.3,0.256,1,2.9,8,1,0,62.7,0,-3.3,-0.008,1,1
SPRINT_0471,7,1,10.8,0.181,2,4.3,6,0,1,80.8,0,0.5,-0.005,1,1
SPRINT_0472,7,1,27.8,0.126,2,4.5,6,0,0,61.2,0,-3.4,0.023,1,1
SPRINT_0473,3,2,22.1,0.302,3,4.4,4,1,1,29.6,1,-4.4,0.034,0,0
SPRINT_0474,7,2,33.0,0.062,1,4.7,8,0,0,25.6,0,-1.8,0.004,1,0
SPRINT_0475,7,2,16.9,0.321,0,1.6,6,1,1,32.7,0,-2.8,-0.041,1,0
SPRINT_0476,8,2,24.4,0.188,0,4.3,5,1,1,16.5,0,0.2,-0.026,0,0
SPRINT_0477,7,1,32.2,0.241,4,4.0,7,0,1,18.1,1,-4.0,-0.034,1,0
SPRINT_0478,5,1,10.7,0.248,4,2.3,5,0,0,79.1,0,2.5,-0.038,0,1
SPRINT_0479,6,1,32.4,0.319,0,4.7,7,0,0,38.5,0,4.1,-0.013,1,0
SPRINT_0480,4,2,25.9,0.241,2,2.0,6,0,1,43.6,0,2.4,-0.027,1,1
SPRINT_0481,5,1,9.8,0.234,2,3.7,4,0,1,59.4,0,0.3,-0.028,0,1
SPRINT_0482,7,2,15.8,0.07,4,2.2,5,1,0,59.0,0,3.6,-0.045,0,1
SPRINT_0483,8,2,26.4,0.206,3,2.9,5,0,0,6.7,0,1.9,-0.048,0,0
SPRINT_0484,3,1,9.8,0.095,0,3.9,5,0,0,83.2,0,-4.9,-0.04,0,1
SPRINT_0485,7,1,23.1,0.271,4,3.4,7,0,0,17.7,0,-1.1,-0.033,1,0
SPRINT_0486,8,1,17.0,0.204,4,2.9,6,1,0,72.3,1,3.5,-0.007,1,1
SPRINT_0487,6,2,24.1,0.254,0,2.6,5,0,1,77.3,0,-1.5,0.001,0,1
SPRINT_0488,7,1,9.2,0.063,0,4.3,5,1,0,71.5,0,-4.6,-0.036,0,1
SPRINT_0489,3,2,30.7,0.075,2,2.0,4,0,1,57.9,0,2.5,-0.008,0,1
SPRINT_0490,8,1,33.3,0.265,3,2.9,4,0,1,1.5,0,3.0,-0.016,0,0
SPRINT_0491,8,2,33.2,0.072,3,4.5,6,1,0,36.0,0,-3.4,-0.032,1,0
SPRINT_0492,8,2,27.5,0.071,0,4.3,6,0,0,60.5,0,0.4,-0.049,1,1
SPRINT_0493,6,1,11.4,0.054,1,2.8,8,0,1,38.7,0,-3.1,-0.003,1,0
SPRINT_0494,7,2,27.7,0.337,4,4.0,4,1,0,86.3,1,2.2,0.019,0,1
SPRINT_0495,6,2,8.6,0.271,4,4.2,8,0,1,30.9,1,-2.3,-0.027,1,0
SPRINT_0496,4,1,8.6,0.156,0,4.4,7,1,0,29.4,0,-1.8,-0.037,1,0
SPRINT_0497,4,2,16.4,0.139,1,3.3,8,1,0,26.6,0,3.4,0.039,1,0
SPRINT_0498,7,1,20.7,0.155,2,2.2,5,1,0,33.3,0,-0.2,-0.022,0,0
SPRINT_0499,6,2,28.0,0.282,0,2.3,8,1,1,55.7,0,1.7,-0.028,1,1
SPRINT_0500,3,1,25.8,0.248,0,2.5,6,1,0,70.7,0,-1.0,0.036,1,1
SPRINT_0501,8,1,19.6,0.106,4,3.5,7,0,1,66.3,0,-2.0,0.032,1,1
SPRINT_0502,8,2,15.1,0.102,0,1.6,5,0,0,80.8,0,1.3,-0.005,0,1
SPRINT_0503,7,2,33.9,0.08,0,3.6,8,0,1,88.6,0,-3.5,-0.001,1,1
SPRINT_0504,4,2,19.1,0.248,0,2.7,7,1,0,81.6,0,-1.3,-0.028,1,1
SPRINT_0505,4,2,19.7,0.279,4,2.5,7,1,1,1.9,1,-2.9,-0.042,1,0
SPRINT_0506,8,2,12.3,0.13,2,4.4,5,1,1,73.6,1,2.0,0.007,0,1
SPRINT_0507,7,1,28.7,0.056,2,3.0,8,1,1,20.8,0,4.4,-0.04,1,0
SPRINT_0508,6,2,26.0,0.075,0,1.8,7,0,1,13.3,0,5.0,-0.005,1,0
SPRINT_0509,4,1,13.7,0.34,4,4.2,7,0,1,63.8,1,-0.5,0.044,1,1
SPRINT_0510,6,1,10.1,0.139,2,1.7,4,1,1,32.0,0,-2.5,0.045,0,0
SPRINT_0511,4,2,25.7,0.281,2,3.9,7,1,0,5.7,0,-0.6,-0.026,1,0
SPRINT_0512,4,1,25.0,0.237,2,4.1,4,0,1,13.8,0,3.5,0.012,0,0
SPRINT_0513,5,1,15.1,0.165,4,2.7,8,1,1,0.1,1,-2.9,-0.003,1,0
SPRINT_0514,4,1,32.7,0.112,4,4.2,8,1,1,90.3,1,4.5,0.038,1,1
SPRINT_0515,3,1,11.9,0.086,0,3.2,8,1,0,2.5,0,-1.6,-0.023,1,0
SPRINT_0516,7,2,19.2,0.235,3,3.0,6,0,0,20.9,0,4.9,-0.05,1,0
SPRINT_0517,7,1,32.5,0.282,2,1.6,8,0,0,41.6,0,3.4,-0.034,1,1
SPRINT_0518,6,2,18.9,0.243,3,2.5,7,1,1,35.7,1,3.1,-0.015,1,0
SPRINT_0519,4,2,24.6,0.209,4,4.6,5,0,0,91.2,0,-1.8,-0.018,0,1
SPRINT_0520,3,1,18.3,0.063,4,2.8,4,1,0,4.0,0,-4.9,0.029,0,0
SPRINT_0521,6,2,15.1,0.341,4,3.3,6,1,1,51.2,1,-1.2,0.018,1,1
SPRINT_0522,5,2,33.6,0.29,3,3.3,8,0,1,68.0,1,-2.0,-0.02,1,1
SPRINT_0523,6,2,18.6,0.138,4,3.4,8,1,0,93.2,1,-4.6,-0.004,1,1
SPRINT_0524,6,1,31.2,0.344,0,1.7,5,1,1,62.0,0,0.1,-0.04,0,1
SPRINT_0525,4,2,14.0,0.231,4,2.7,5,0,1,80.4,0,-1.0,0.04,0,1
SPRINT_0526,5,2,13.5,0.225,1,3.9,6,1,1,8.4,1,1.3,0.044,1,0
SPRINT_0527,6,2,8.8,0.274,3,2.2,4,1,1,38.6,1,1.2,0.048,0,0
SPRINT_0528,3,1,24.9,0.294,1,2.2,8,1,0,37.4,0,-3.8,0.037,1,0
SPRINT_0529,3,2,17.6,0.247,4,1.5,6,0,1,88.6,0,4.8,-0.033,1,1
